Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Value,Value Footnotes
2012,Total,Both Sexes,Novorossiysk,City proper,Estimate - de jure,"Final figure, complete",2013,248857,
2012,Total,Both Sexes,Novorossiysk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,305421,
2012,Total,Both Sexes,Novoshakhtinsk,City proper,Estimate - de jure,"Final figure, complete",2013,110243,
2012,Total,Both Sexes,Novosibirsk,City proper,Estimate - de jure,"Final figure, complete",2013,1511369,
2012,Total,Both Sexes,Novotroitsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,103061,
2012,Total,Both Sexes,Novy Urengoy,City proper,Estimate - de jure,"Final figure, complete",2013,114332,
2012,Total,Both Sexes,Noyabrsk,City proper,Estimate - de jure,"Final figure, complete",2013,108662,
2012,Total,Both Sexes,Obninsk,City proper,Estimate - de jure,"Final figure, complete",2013,105722,
2012,Total,Both Sexes,Odintsovo,City proper,Estimate - de jure,"Final figure, complete",2013,137706,
2012,Total,Both Sexes,Odintsovo,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,143848,
2012,Total,Both Sexes,Oktyabrsky,City proper,Estimate - de jure,"Final figure, complete",2013,111109,
2012,Total,Both Sexes,Omsk,City proper,Estimate - de jure,"Final figure, complete",2013,1158627,
2012,Total,Both Sexes,Orekhovo-Zuevo,City proper,Estimate - de jure,"Final figure, complete",2013,121341,
2012,Total,Both Sexes,Orel,City proper,Estimate - de jure,"Final figure, complete",2013,318642,
2012,Total,Both Sexes,Orenburg,City proper,Estimate - de jure,"Final figure, complete",2013,555420,
2012,Total,Both Sexes,Orenburg,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,571041,
2012,Total,Both Sexes,Orsk,City proper,Estimate - de jure,"Final figure, complete",2013,237194,
2012,Total,Both Sexes,Orsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,241327,
2012,Total,Both Sexes,Penza,City proper,Estimate - de jure,"Final figure, complete",2013,519948,
2012,Total,Both Sexes,Perm,City proper,Estimate - de jure,"Final figure, complete",2013,1007272,
2012,Total,Both Sexes,Perm,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,1007285,
2012,Total,Both Sexes,Pervouralsk,City proper,Estimate - de jure,"Final figure, complete",2013,125421,
2012,Total,Both Sexes,Pervouralsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,149796,
2012,Total,Both Sexes,Petropavlovsk-Kamchatsky,City proper,Estimate - de jure,"Final figure, complete",2013,180702,
2012,Total,Both Sexes,Petrozavodsk,City proper,Estimate - de jure,"Final figure, complete",2013,267102,
2012,Total,Both Sexes,Podolsk,City proper,Estimate - de jure,"Final figure, complete",2013,200059,
2012,Total,Both Sexes,Prokopyevsk,City proper,Estimate - de jure,"Final figure, complete",2013,206023,
2012,Total,Both Sexes,Pskov,City proper,Estimate - de jure,"Final figure, complete",2013,205062,
2012,Total,Both Sexes,Pushkino,City proper,Estimate - de jure,"Final figure, complete",2013,104020,
2012,Total,Both Sexes,Pyatigorsk,City proper,Estimate - de jure,"Final figure, complete",2013,144603,
2012,Total,Both Sexes,Pyatigorsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,212968,
2012,Total,Both Sexes,Rostov-na-Donu,City proper,Estimate - de jure,"Final figure, complete",2013,1100091,
2012,Total,Both Sexes,Rubtsovsk,City proper,Estimate - de jure,"Final figure, complete",2013,146075,
2012,Total,Both Sexes,Ryazan,City proper,Estimate - de jure,"Final figure, complete",2013,526919,
2012,Total,Both Sexes,Rybinsk,City proper,Estimate - de jure,"Final figure, complete",2013,197359,
2012,Total,Both Sexes,Salavat,City proper,Estimate - de jure,"Final figure, complete",2013,155174,
2012,Total,Both Sexes,Samara (Samarskaya oblast),City proper,Estimate - de jure,"Final figure, complete",2013,1170381,
2012,Total,Both Sexes,Samara (Samarskaya oblast),Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,1170485,
2012,Total,Both Sexes,Saransk,City proper,Estimate - de jure,"Final figure, complete",2013,298103,
2012,Total,Both Sexes,Saransk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,326473,
2012,Total,Both Sexes,Sarapyul,City proper,Estimate - de jure,"Final figure, complete",2013,100362,
2012,Total,Both Sexes,Saratov,City proper,Estimate - de jure,"Final figure, complete",2013,838321,
2012,Total,Both Sexes,Sergiev Posad,City proper,Estimate - de jure,"Final figure, complete",2013,109076,
2012,Total,Both Sexes,Sergiev Posad,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,115858,
2012,Total,Both Sexes,Serov,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,107904,
2012,Total,Both Sexes,Serpukhov,City proper,Estimate - de jure,"Final figure, complete",2013,126729,
2012,Total,Both Sexes,Severodvinsk,City proper,Estimate - de jure,"Final figure, complete",2013,189313,
2012,Total,Both Sexes,Severodvinsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,190513,
2012,Total,Both Sexes,Seversk,City proper,Estimate - de jure,"Final figure, complete",2013,109630,
2012,Total,Both Sexes,Seversk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,116340,
2012,Total,Both Sexes,Shakhty,City proper,Estimate - de jure,"Final figure, complete",2013,238031,
2012,Total,Both Sexes,Shchelkovo,City proper,Estimate - de jure,"Final figure, complete",2013,111406,
2012,Total,Both Sexes,Shchelkovo,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,113726,
2012,Total,Both Sexes,Smolensk,City proper,Estimate - de jure,"Final figure, complete",2013,330451,
2012,Total,Both Sexes,Sochi,City proper,Estimate - de jure,"Final figure, complete",2013,364171,
2012,Total,Both Sexes,Sochi,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,441407,
2012,Total,Both Sexes,St. Petersburg,City proper,Estimate - de jure,"Final figure, complete",2013,4990602,
2012,Total,Both Sexes,Stary Oskol,City proper,Estimate - de jure,"Final figure, complete",2013,220719,
2012,Total,Both Sexes,Stary Oskol,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,256790,
2012,Total,Both Sexes,Stavropol,City proper,Estimate - de jure,"Final figure, complete",2013,408361,
2012,Total,Both Sexes,Stavropol,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,408560,
2012,Total,Both Sexes,Sterlitamak,City proper,Estimate - de jure,"Final figure, complete",2013,275087,
2012,Total,Both Sexes,Surgut,City proper,Estimate - de jure,"Final figure, complete",2013,321062,
2012,Total,Both Sexes,Syktivkar,City proper,Estimate - de jure,"Final figure, complete",2013,239341,
2012,Total,Both Sexes,Syktivkar,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,255283,
2012,Total,Both Sexes,Syzran,City proper,Estimate - de jure,"Final figure, complete",2013,177404,
2012,Total,Both Sexes,Syzran,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,178205,
2012,Total,Both Sexes,Taganrog,City proper,Estimate - de jure,"Final figure, complete",2013,255671,
2012,Total,Both Sexes,Tambov,City proper,Estimate - de jure,"Final figure, complete",2013,281348,
2012,Total,Both Sexes,Tobolsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,101955,
2012,Total,Both Sexes,Tolyatti,City proper,Estimate - de jure,"Final figure, complete",2013,719363,
2012,Total,Both Sexes,Tomsk,City proper,Estimate - de jure,"Final figure, complete",2013,543596,
2012,Total,Both Sexes,Tomsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,565000,
2012,Total,Both Sexes,Tula,City proper,Estimate - de jure,"Final figure, complete",2013,496656,
2012,Total,Both Sexes,Tver,City proper,Estimate - de jure,"Final figure, complete",2013,407896,
2012,Total,Both Sexes,Tyumen,City proper,Estimate - de jure,"Final figure, complete",2013,621918,
2012,Total,Both Sexes,Tyumen,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,644799,
2012,Total,Both Sexes,Ufa,City proper,Estimate - de jure,"Final figure, complete",2013,1075007,
2012,Total,Both Sexes,Ufa,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,1084420,
2012,Total,Both Sexes,Uhta,City proper,Estimate - de jure,"Final figure, complete",2013,99680,
2012,Total,Both Sexes,Uhta,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,121479,
2012,Total,Both Sexes,Ulan-Ude,City proper,Estimate - de jure,"Final figure, complete",2013,413850,
2012,Total,Both Sexes,Ulyanovsk,City proper,Estimate - de jure,"Final figure, complete",2013,614878,
2012,Total,Both Sexes,Ulyanovsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,637637,
2012,Total,Both Sexes,Ussuriisk,City proper,Estimate - de jure,"Final figure, complete",2013,163465,
2012,Total,Both Sexes,Ussuriisk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,189502,
2012,Total,Both Sexes,Velikie Luky,City proper,Estimate - de jure,"Final figure, complete",2013,98141,
2012,Total,Both Sexes,Velikiy Novgorod,City proper,Estimate - de jure,"Final figure, complete",2013,219941,
2012,Total,Both Sexes,Vladikavkaz (Osetinskaya ASSR),City proper,Estimate - de jure,"Final figure, complete",2013,309173,
2012,Total,Both Sexes,Vladikavkaz (Osetinskaya ASSR),Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,327448,
2012,Total,Both Sexes,Vladimir,City proper,Estimate - de jure,"Final figure, complete",2013,346922,
2012,Total,Both Sexes,Vladimir,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,349525,
2012,Total,Both Sexes,Vladivostok,City proper,Estimate - de jure,"Final figure, complete",2013,598927,
2012,Total,Both Sexes,Vladivostok,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,624281,
2012,Total,Both Sexes,Volgodonsk,City proper,Estimate - de jure,"Final figure, complete",2013,170189,
2012,Total,Both Sexes,Volgograd,City proper,Estimate - de jure,"Final figure, complete",2013,1018762,
2012,Total,Both Sexes,Vologda,City proper,Estimate - de jure,"Final figure, complete",2013,305397,
2012,Total,Both Sexes,Vologda,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,313679,
2012,Total,Both Sexes,Volzhsky,City proper,Estimate - de jure,"Final figure, complete",2013,320761,
2012,Total,Both Sexes,Volzhsky,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,327460,
2012,Total,Both Sexes,Voronezh,City proper,Estimate - de jure,"Final figure, complete",2013,997447,
2012,Total,Both Sexes,Yakutsk,City proper,Estimate - de jure,"Final figure, complete",2013,282419,
2012,Total,Both Sexes,Yakutsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,298926,
2012,Total,Both Sexes,Yaroslavl,City proper,Estimate - de jure,"Final figure, complete",2013,597161,
2012,Total,Both Sexes,Yoshkar-Ola,City proper,Estimate - de jure,"Final figure, complete",2013,254987,
2012,Total,Both Sexes,Yoshkar-Ola,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,265626,
2012,Total,Both Sexes,Yuzhno-Sakhalinsk,City proper,Estimate - de jure,"Final figure, complete",2013,188242,
2012,Total,Both Sexes,Yuzhno-Sakhalinsk,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,195104,
2012,Total,Both Sexes,Zheleznodorozhny,City proper,Estimate - de jure,"Final figure, complete",2013,138814,
2012,Total,Both Sexes,Zhukovsky,City proper,Estimate - de jure,"Final figure, complete",2013,106555,
2012,Total,Both Sexes,Zlatoust,City proper,Estimate - de jure,"Final figure, complete",2013,172972,
2012,Total,Both Sexes,Zlatoust,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,175178,
2012,Total,Male,Abakan,City proper,Estimate - de jure,"Final figure, complete",2013,77052,
2012,Total,Male,Achinsk,City proper,Estimate - de jure,"Final figure, complete",2013,48069,
2012,Total,Male,Almetievsk,City proper,Estimate - de jure,"Final figure, complete",2013,69433,
2012,Total,Male,Angarsk,City proper,Estimate - de jure,"Final figure, complete",2013,105405,
2012,Total,Male,Arkhangelsk,City proper,Estimate - de jure,"Final figure, complete",2013,156523,
2012,Total,Male,Armavir,City proper,Estimate - de jure,"Final figure, complete",2013,87524,
2012,Total,Male,Artem (Primorskiy Krai),City proper,Estimate - de jure,"Final figure, complete",2013,49147,
2012,Total,Male,Arzamas,City proper,Estimate - de jure,"Final figure, complete",2013,47208,
2012,Total,Male,Astrakhan,City proper,Estimate - de jure,"Final figure, complete",2013,241489,
2012,Total,Male,Balakovo,City proper,Estimate - de jure,"Final figure, complete",2013,88075,
2012,Total,Male,Balashikha,City proper,Estimate - de jure,"Final figure, complete",2013,112191,
2012,Total,Male,Barnaul,City proper,Estimate - de jure,"Final figure, complete",2013,279300,
2012,Total,Male,Bataisk,City proper,Estimate - de jure,"Final figure, complete",2013,54477,
2012,Total,Male,Belgorod,City proper,Estimate - de jure,"Final figure, complete",2013,167120,
2012,Total,Male,Berezniki,City proper,Estimate - de jure,"Final figure, complete",2013,68365,
2012,Total,Male,Biisk,City proper,Estimate - de jure,"Final figure, complete",2013,91943,
2012,Total,Male,Blagoveshchensk (Amurskaya oblast),City proper,Estimate - de jure,"Final figure, complete",2013,97135,
2012,Total,Male,Bratsk,City proper,Estimate - de jure,"Final figure, complete",2013,109596,
2012,Total,Male,Bryansk,City proper,Estimate - de jure,"Final figure, complete",2013,183540,
2012,Total,Male,Cheboksary,City proper,Estimate - de jure,"Final figure, complete",2013,206721,
2012,Total,Male,Chelyabinsk,City proper,Estimate - de jure,"Final figure, complete",2013,514456,
2012,Total,Male,Cherepovets,City proper,Estimate - de jure,"Final figure, complete",2013,142977,
2012,Total,Male,Cherkessk,City proper,Estimate - de jure,"Final figure, complete",2013,55588,
2012,Total,Male,Chita,City proper,Estimate - de jure,"Final figure, complete",2013,152092,
2012,Total,Male,Derbent,City proper,Estimate - de jure,"Final figure, complete",2013,57527,
2012,Total,Male,Dimitrovgrad,City proper,Estimate - de jure,"Final figure, complete",2013,55838,
2012,Total,Male,Dzerzhinsk (Nizhegorodskaya oblast),City proper,Estimate - de jure,"Final figure, complete",2013,105346,
2012,Total,Male,Ekaterinburg,City proper,Estimate - de jure,"Final figure, complete",2013,621499,
2012,Total,Male,Elektrostal,City proper,Estimate - de jure,"Final figure, complete",2013,71093,
2012,Total,Male,Elets,City proper,Estimate - de jure,"Final figure, complete",2013,48757,
2012,Total,Male,Elista,City proper,Estimate - de jure,"Final figure, complete",2013,47317,
2012,Total,Male,Engels,City proper,Estimate - de jure,"Final figure, complete",2013,95953,
2012,Total,Male,Esentuky,City proper,Estimate - de jure,"Final figure, complete",2013,45327,
2012,Total,Male,Groznyi,City proper,Estimate - de jure,"Final figure, complete",2013,136615,
2012,Total,Male,Hasaviurt,City proper,Estimate - de jure,"Final figure, complete",2013,63867,
2012,Total,Male,Irkutsk,City proper,Estimate - de jure,"Final figure, complete",2013,269003,
2012,Total,Male,Ivanovo,City proper,Estimate - de jure,"Final figure, complete",2013,180083,
2012,Total,Male,Izhevsk,City proper,Estimate - de jure,"Final figure, complete",2013,281708,
2012,Total,Male,Kaliningrad (Kaliningradskaya oblast),City proper,Estimate - de jure,"Final figure, complete",2013,200849,
2012,Total,Male,Kaluga,City proper,Estimate - de jure,"Final figure, complete",2013,146008,
2012,Total,Male,Kamensk-Uralsky,City proper,Estimate - de jure,"Final figure, complete",2013,77327,
2012,Total,Male,Kamyshin,City proper,Estimate - de jure,"Final figure, complete",2013,53822,
2012,Total,Male,Kaspiysk,City proper,Estimate - de jure,"Final figure, complete",2013,49393,
2012,Total,Male,Kazan,City proper,Estimate - de jure,"Final figure, complete",2013,520694,
2012,Total,Male,Kemerovo,City proper,Estimate - de jure,"Final figure, complete",2013,240431,
2012,Total,Male,Khabarovsk,City proper,Estimate - de jure,"Final figure, complete",2013,273949,
2012,Total,Male,Khimki,City proper,Estimate - de jure,"Final figure, complete",2013,99122,
2012,Total,Male,Kirov,City proper,Estimate - de jure,"Final figure, complete",2013,211205,
2012,Total,Male,Kislovodsk,City proper,Estimate - de jure,"Final figure, complete",2013,58854,
2012,Total,Male,Kolomna,City proper,Estimate - de jure,"Final figure, complete",2013,66469,
2012,Total,Male,Komsomolsk-na-Amure,City proper,Estimate - de jure,"Final figure, complete",2013,120197,
2012,Total,Male,Kopeysk,City proper,Estimate - de jure,"Final figure, complete",2013,66142,
2012,Total,Male,Korolev (Moskovskaya oblast),City proper,Estimate - de jure,"Final figure, complete",2013,84232,
2012,Total,Male,Kostroma,City proper,Estimate - de jure,"Final figure, complete",2013,120622,
2012,Total,Male,Kovrov,Urban agglomeration,Estimate - de jure,"Final figure, complete",2013,154144,
2012,Total,Male,Krasnodar,City proper,Estimate - de jure,"Final figure, complete",2013,350519,
2012,Total,Male,Krasnogorsk,City proper,Estimate - de jure,"Final figure, complete",2013,56432,
2012,Total,Male,Krasnoyarsk,City proper,Estimate - de jure,"Final figure, complete",2013,456171,
2012,Total,Male,Kurgan,City proper,Estimate - de jure,"Final figure, complete",2013,146140,
2012,Total,Male,Kursk,City proper,Estimate - de jure,"Final figure, complete",2013,189025,
2012,Total,Male,Kyzyl,City proper,Estimate - de jure,"Final figure, complete",2013,52137,
2012,Total,Male,Leninsk-Kuznetsky,City proper,Estimate - de jure,"Final figure, complete",2013,45651,
2012,Total,Male,Lipetsk,City proper,Estimate - de jure,"Final figure, complete",2013,230178,
2012,Total,Male,Lyubertsy,City proper,Estimate - de jure,"Final figure, complete",2013,80564,
2012,Total,Male,Magadan,City proper,Estimate - de jure,"Final figure, complete",2013,45084,
2012,Total,Male,Magnitogorsk,City proper,Estimate - de jure,"Final figure, complete",2013,186534,
2012,Total,Male,Maikop,City proper,Estimate - de jure,"Final figure, complete",2013,64512,
2012,Total,Male,Makhachkala,City proper,Estimate - de jure,"Final figure, complete",2013,271687,
2012,Total,Male,Mezhdurechensk,City proper,Estimate - de jure,"Final figure, complete",2013,46498,
2012,Total,Male,Miass,City proper,Estimate - de jure,"Final figure, complete",2013,67824,
2012,Total,Male,MOSKVA,City proper,Estimate - de jure,"Final figure, complete",2013,5495477,
2012,Total,Male,Murmansk,City proper,Estimate - de jure,"Final figure, complete",2013,139944,
2012,Total,Male,Murom,City proper,Estimate - de jure,"Final figure, complete",2013,50293,
2012,Total,Male,Mytishchi,City proper,Estimate - de jure,"Final figure, complete",2013,80425,
2012,Total,Male,Naberezhnye Tchelny,City proper,Estimate - de jure,"Final figure, complete",2013,237620,
2012,Total,Male,Nakhodka,City proper,Estimate - de jure,"Final figure, complete",2013,75081,
2012,Total,Male,Naltchik,City proper,Estimate - de jure,"Final figure, complete",2013,106648,
2012,Total,Male,Nazran,City proper,Estimate - de jure,"Final figure, complete",2013,44126,
2012,Total,Male,Neftekamsk,City proper,Estimate - de jure,"Final figure, complete",2013,57271,
2012,Total,Male,Nefteyugansk,City proper,Estimate - de jure,"Final figure, complete",2013,61635,
2012,Total,Male,Nevinnomyssk,City proper,Estimate - de jure,"Final figure, complete",2013,53611,
2012,Total,Male,Nizhnekamsk,City proper,Estimate - de jure,"Final figure, complete",2013,111262,
2012,Total,Male,Nizhnevartovsk,City proper,Estimate - de jure,"Final figure, complete",2013,125937,
2012,Total,Male,Nizhny Novgorod,City proper,Estimate - de jure,"Final figure, complete",2013,552285,
2012,Total,Male,Nizhny Tagil,City proper,Estimate - de jure,"Final figure, complete",2013,162731,
2012,Total,Male,Noginsk,City proper,Estimate - de jure,"Final figure, complete",2013,45741,
2012,Total,Male,Norilsk,City proper,Estimate - de jure,"Final figure, complete",2013,89198,
2012,Total,Male,Novocherkassk,City proper,Estimate - de jure,"Final figure, complete",2013,81921,
2012,Total,Male,Novokuybishevsk,City proper,Estimate - de jure,"Final figure, complete",2013,48418,
2012,Total,Male,Novokuznetsk,City proper,Estimate - de jure,"Final figure, complete",2013,247386,
2012,Total,Male,Novomoskovsk (Tulskaya oblast),City proper,Estimate - de jure,"Final figure, complete",2013,57961,
2012,Total,Male,Novorossiysk,City proper,Estimate - de jure,"Final figure, complete",2013,117707,
2012,Total,Male,Novoshakhtinsk,City proper,Estimate - de jure,"Final figure, complete",2013,50410,
2012,Total,Male,Novosibirsk,City proper,Estimate - de jure,"Final figure, complete",2013,694959,
2012,Total,Male,Novy Urengoy,City proper,Estimate - de jure,"Final figure, complete",2013,59841,
2012,Total,Male,Noyabrsk,City proper,Estimate - de jure,"Final figure, complete",2013,53237,
2012,Total,Male,Obninsk,City proper,Estimate - de jure,"Final figure, complete",2013,48323,
2012,Total,Male,Odintsovo,City proper,Estimate - de jure,"Final figure, complete",2013,63405,
2012,Total,Male,Oktyabrsky,City proper,Estimate - de jure,"Final figure, complete",2013,51956,
2012,Total,Male,Omsk,City proper,Estimate - de jure,"Final figure, complete",2013,526757,
2012,Total,Male,Orekhovo-Zuevo,City proper,Estimate - de jure,"Final figure, complete",2013,53443,
2012,Total,Male,Orel,City proper,Estimate - de jure,"Final figure, complete",2013,139662,
2012,Total,Male,Orenburg,City proper,Estimate - de jure,"Final figure, complete",2013,252906,
2012,Total,Male,Orsk,City proper,Estimate - de jure,"Final figure, complete",2013,106127,
2012,Total,Male,Penza,City proper,Estimate - de jure,"Final figure, complete",2013,234270,
2012,Total,Male,Perm,City proper,Estimate - de jure,"Final figure, complete",2013,444386,
2012,Total,Male,Pervouralsk,City proper,Estimate - de jure,"Final figure, complete",2013,56144,
2012,Total,Male,Petropavlovsk-Kamchatsky,City proper,Estimate - de jure,"Final figure, complete",2013,88743,
2012,Total,Male,Petrozavodsk,City proper,Estimate - de jure,"Final figure, complete",2013,118638,
2012,Total,Male,Podolsk,City proper,Estimate - de jure,"Final figure, complete",2013,89931,
2012,Total,Male,Prokopyevsk,City proper,Estimate - de jure,"Final figure, complete",2013,91944,
2012,Total,Male,Pskov,City proper,Estimate - de jure,"Final figure, complete",2013,92439,
2012,Total,Male,Pushkino,City proper,Estimate - de jure,"Final figure, complete",2013,46649,
2012,Total,Male,Pyatigorsk,City proper,Estimate - de jure,"Final figure, complete",2013,64578,
2012,Total,Male,Rostov-na-Donu,City proper,Estimate - de jure,"Final figure, complete",2013,501068,
2012,Total,Male,Rubtsovsk,City proper,Estimate - de jure,"Final figure, complete",2013,69084,
2012,Total,Male,Ryazan,City proper,Estimate - de jure,"Final figure, complete",2013,237791,
2012,Total,Male,Rybinsk,City proper,Estimate - de jure,"Final figure, complete",2013,87921,
2012,Total,Male,Salavat,City proper,Estimate - de jure,"Final figure, complete",2013,72449,
2012,Total,Male,Samara (Samarskaya oblast),City proper,Estimate - de jure,"Final figure, complete",2013,522660,
2012,Total,Male,Saransk,City proper,Estimate - de jure,"Final figure, complete",2013,132543,
2012,Total,Male,Sarapyul,City proper,Estimate - de jure,"Final figure, complete",2013,44678,
2012,Total,Male,Saratov,City proper,Estimate - de jure,"Final figure, complete",2013,373676,
2012,Total,Male,Sergiev Posad,City proper,Estimate - de jure,"Final figure, complete",2013,48786,
2012,Total,Male,Serpukhov,City proper,Estimate - de jure,"Final figure, complete",2013,57494,
2012,Total,Male,Severodvinsk,City proper,Estimate - de jure,"Final figure, complete",2013,87781,
2012,Total,Male,Seversk,City proper,Estimate - de jure,"Final figure, complete",2013,50705,
2012,Total,Male,Shakhty,City proper,Estimate - de jure,"Final figure, complete",2013,107544,
2012,Total,Male,Shchelkovo,City proper,Estimate - de jure,"Final figure, complete",2013,50812,
2012,Total,Male,Smolensk,City proper,Estimate - de jure,"Final figure, complete",2013,147446,
2012,Total,Male,Sochi,City proper,Estimate - de jure,"Final figure, complete",2013,164632,
2012,Total,Male,St. Petersburg,City proper,Estimate - de jure,"Final figure, complete",2013,2247375,
2012,Total,Male,Stary Oskol,City proper,Estimate - de jure,"Final figure, complete",2013,100902,
2012,Total,Male,Stavropol,City proper,Estimate - de jure,"Final figure, complete",2013,187593,
2012,Total,Male,Sterlitamak,City proper,Estimate - de jure,"Final figure, complete",2013,125443,
2012,Total,Male,Surgut,City proper,Estimate - de jure,"Final figure, complete",2013,153832,
2012,Total,Male,Syktivkar,City proper,Estimate - de jure,"Final figure, complete",2013,107945,
2012,Total,Male,Syzran,City proper,Estimate - de jure,"Final figure, complete",2013,79804,
2012,Total,Male,Taganrog,City proper,Estimate - de jure,"Final figure, complete",2013,114508,
2012,Total,Male,Tambov,City proper,Estimate - de jure,"Final figure, complete",2013,126427,
2012,Total,Male,Tolyatti,City proper,Estimate - de jure,"Final figure, complete",2013,331248,
2012,Total,Male,Tomsk,City proper,Estimate - de jure,"Final figure, complete",2013,252173,
2012,Total,Male,Tula,City proper,Estimate - de jure,"Final figure, complete",2013,220675,
2012,Total,Male,Tver,City proper,Estimate - de jure,"Final figure, complete",2013,180459,
2012,Total,Male,Tyumen,City proper,Estimate - de jure,"Final figure, complete",2013,288291,
2012,Total,Male,Ufa,City proper,Estimate - de jure,"Final figure, complete",2013,484893,
2012,Total,Male,Uhta,City proper,Estimate - de jure,"Final figure, complete",2013,47563,
2012,Total,Male,Ulan-Ude,City proper,Estimate - de jure,"Final figure, complete",2013,191732,
2012,Total,Male,Ulyanovsk,City proper,Estimate - de jure,"Final figure, complete",2013,278103,
2012,Total,Male,Ussuriisk,City proper,Estimate - de jure,"Final figure, complete",2013,79562,
2012,Total,Male,Velikie Luky,City proper,Estimate - de jure,"Final figure, complete",2013,43653,
2012,Total,Male,Velikiy Novgorod,City proper,Estimate - de jure,"Final figure, complete",2013,95446,
2012,Total,Male,Vladikavkaz (Osetinskaya ASSR),City proper,Estimate - de jure,"Final figure, complete",2013,139818,
2012,Total,Male,Vladimir,City proper,Estimate - de jure,"Final figure, complete",2013,154144,
2012,Total,Male,Vladivostok,City proper,Estimate - de jure,"Final figure, complete",2013,282260,
2012,Total,Male,Volgodonsk,City proper,Estimate - de jure,"Final figure, complete",2013,78251,
2012,Total,Male,Volgograd,City proper,Estimate - de jure,"Final figure, complete",2013,460095,
2012,Total,Male,Vologda,City proper,Estimate - de jure,"Final figure, complete",2013,135292,
2012,Total,Male,Volzhsky,City proper,Estimate - de jure,"Final figure, complete",2013,148339,
2012,Total,Male,Voronezh,City proper,Estimate - de jure,"Final figure, complete",2013,447484,
2012,Total,Male,Yakutsk,City proper,Estimate - de jure,"Final figure, complete",2013,132612,
2012,Total,Male,Yaroslavl,City proper,Estimate - de jure,"Final figure, complete",2013,262042,
2012,Total,Male,Yoshkar-Ola,City proper,Estimate - de jure,"Final figure, complete",2013,114331,
2012,Total,Male,Yuzhno-Sakhalinsk,City proper,Estimate - de jure,"Final figure, complete",2013,89200,
2012,Total,Male,Zheleznodorozhny,City proper,Estimate - de jure,"Final figure, complete",2013,62719,
2012,Total,Male,Zhukovsky,City proper,Estimate - de jure,"Final figure, complete",2013,49027,
2012,Total,Male,Zlatoust,City proper,Estimate - de jure,"Final figure, complete",2013,78071,
2012,Total,Female,Abakan,City proper,Estimate - de jure,"Final figure, complete",2013,91603,
2012,Total,Female,Achinsk,City proper,Estimate - de jure,"Final figure, complete",2013,59874,
2012,Total,Female,Almetievsk,City proper,Estimate - de jure,"Final figure, complete",2013,78951,
2012,Total,Female,Angarsk,City proper,Estimate - de jure,"Final figure, complete",2013,126539,
2012,Total,Female,Arkhangelsk,City proper,Estimate - de jure,"Final figure, complete",2013,193735,
2012,Total,Female,Armavir,City proper,Estimate - de jure,"Final figure, complete",2013,103307,
2012,Total,Female,Artem (Primorskiy Krai),City proper,Estimate - de jure,"Final figure, complete",2013,53458,
2012,Total,Female,Arzamas,City proper,Estimate - de jure,"Final figure, complete",2013,58298,
2012,Total,Female,Astrakhan,City proper,Estimate - de jure,"Final figure, complete",2013,284874,
2012,Total,Female,Balakovo,City proper,Estimate - de jure,"Final figure, complete",2013,108843,
2012,Total,Female,Balashikha,City proper,Estimate - de jure,"Final figure, complete",2013,116376,
2012,Total,Female,Barnaul,City proper,Estimate - de jure,"Final figure, complete",2013,346379,
