Year,Area,Sex,City,City type,Record Type,Reliability,Source Year,Value,Value Footnotes
2012,Total,Both Sexes,Liberec,City proper,Estimate - de jure,"Final figure, complete",2012,102005,
2012,Total,Both Sexes,Olomouc,City proper,Estimate - de jure,"Final figure, complete",2012,99529,
2012,Total,Both Sexes,Ã_stÃ_ nad Labem,City proper,Estimate - de jure,"Final figure, complete",2012,94258,
2012,Total,Both Sexes,Ostrava,City proper,Estimate - de jure,"Final figure, complete",2012,299622,
2012,Total,Both Sexes,Plzen,City proper,Estimate - de jure,"Final figure, complete",2012,167302,
2012,Total,Both Sexes,PRAHA,City proper,Estimate - de jure,"Final figure, complete",2012,1241664,
2012,Total,Male,Brno,City proper,Estimate - de jure,"Final figure, complete",2012,182733,
2012,Total,Male,Hradec KrÃ¡lovÃ©,City proper,Estimate - de jure,"Final figure, complete",2012,44954,
2012,Total,Male,Liberec,City proper,Estimate - de jure,"Final figure, complete",2012,49265,
2012,Total,Male,Olomouc,City proper,Estimate - de jure,"Final figure, complete",2012,47178,
2012,Total,Male,Ã_stÃ_ nad Labem,City proper,Estimate - de jure,"Final figure, complete",2012,45609,
2012,Total,Male,Ostrava,City proper,Estimate - de jure,"Final figure, complete",2012,145067,
2012,Total,Male,Plzen,City proper,Estimate - de jure,"Final figure, complete",2012,81252,
2012,Total,Male,PRAHA,City proper,Estimate - de jure,"Final figure, complete",2012,602987,
2012,Total,Female,Brno,City proper,Estimate - de jure,"Final figure, complete",2012,196232,
2012,Total,Female,Hradec KrÃ¡lovÃ©,City proper,Estimate - de jure,"Final figure, complete",2012,48536,
2012,Total,Female,Liberec,City proper,Estimate - de jure,"Final figure, complete",2012,52740,
2012,Total,Female,Olomouc,City proper,Estimate - de jure,"Final figure, complete",2012,52351,
2012,Total,Female,Ã_stÃ_ nad Labem,City proper,Estimate - de jure,"Final figure, complete",2012,48649,
2012,Total,Female,Ostrava,City proper,Estimate - de jure,"Final figure, complete",2012,154555,
2012,Total,Female,Plzen,City proper,Estimate - de jure,"Final figure, complete",2012,86050,
2012,Total,Female,PRAHA,City proper,Estimate - de jure,"Final figure, complete",2012,638677,
2013,Total,Both Sexes,Ã…lborg,City proper,Estimate - de jure,"Final figure, complete",2013,203373,8
2013,Total,Both Sexes,Ã…rhus,City proper,Estimate - de jure,"Final figure, complete",2013,319680,8
2013,Total,Both Sexes,Esbjerg,City proper,Estimate - de jure,"Final figure, complete",2013,115041,8
2013,Total,Both Sexes,Frederiksberg,City proper,Estimate - de jure,"Final figure, complete",2013,101959,8
2013,Total,Both Sexes,KOBENHAVN,City proper,Estimate - de jure,"Final figure, complete",2013,562379,8
2013,Total,Both Sexes,Odense,City proper,Estimate - de jure,"Final figure, complete",2013,193641,8
2013,Total,Both Sexes,Vejle,City proper,Estimate - de jure,"Final figure, complete",2013,109362,8
2013,Total,Male,Ã…lborg,City proper,Estimate - de jure,"Final figure, complete",2013,101969,8
2013,Total,Male,Ã…rhus,City proper,Estimate - de jure,"Final figure, complete",2013,157157,8
2013,Total,Male,Esbjerg,City proper,Estimate - de jure,"Final figure, complete",2013,57541,8
2013,Total,Male,Frederiksberg,City proper,Estimate - de jure,"Final figure, complete",2013,48033,8
2013,Total,Male,KOBENHAVN,City proper,Estimate - de jure,"Final figure, complete",2013,278094,8
2013,Total,Male,Odense,City proper,Estimate - de jure,"Final figure, complete",2013,95198,8
2013,Total,Male,Vejle,City proper,Estimate - de jure,"Final figure, complete",2013,54465,8
2013,Total,Female,Ã…lborg,City proper,Estimate - de jure,"Final figure, complete",2013,101404,8
2013,Total,Female,Ã…rhus,City proper,Estimate - de jure,"Final figure, complete",2013,162523,8
2013,Total,Female,Esbjerg,City proper,Estimate - de jure,"Final figure, complete",2013,57500,8
2013,Total,Female,Frederiksberg,City proper,Estimate - de jure,"Final figure, complete",2013,53926,8
2013,Total,Female,KOBENHAVN,City proper,Estimate - de jure,"Final figure, complete",2013,284285,8
2013,Total,Female,Odense,City proper,Estimate - de jure,"Final figure, complete",2013,98443,8
2013,Total,Female,Vejle,City proper,Estimate - de jure,"Final figure, complete",2013,54897,8
2012,Total,Both Sexes,Ã…lborg,City proper,Estimate - de jure,"Final figure, complete",2012,200884,8
2012,Total,Both Sexes,Ã…rhus,City proper,Estimate - de jure,"Final figure, complete",2012,314887,8
2012,Total,Both Sexes,Esbjerg,City proper,Estimate - de jure,"Final figure, complete",2012,115105,8
2012,Total,Both Sexes,Frederiksberg,City proper,Estimate - de jure,"Final figure, complete",2012,100637,
2012,Total,Both Sexes,KOBENHAVN,City proper,Estimate - de jure,"Final figure, complete",2012,551900,8
2012,Total,Both Sexes,Odense,City proper,Estimate - de jure,"Final figure, complete",2012,191692,8
2012,Total,Both Sexes,Vejle,City proper,Estimate - de jure,"Final figure, complete",2012,108471,8
2012,Total,Male,Ã…lborg,City proper,Estimate - de jure,"Final figure, complete",2012,100540,8
2012,Total,Male,Ã…rhus,City proper,Estimate - de jure,"Final figure, complete",2012,154774,8
2012,Total,Male,Esbjerg,City proper,Estimate - de jure,"Final figure, complete",2012,57509,8
2012,Total,Male,Frederiksberg,City proper,Estimate - de jure,"Final figure, complete",2012,47448,
2012,Total,Male,KOBENHAVN,City proper,Estimate - de jure,"Final figure, complete",2012,272917,8
2012,Total,Male,Odense,City proper,Estimate - de jure,"Final figure, complete",2012,94127,8
2012,Total,Male,Vejle,City proper,Estimate - de jure,"Final figure, complete",2012,54003,8
2012,Total,Female,Ã…lborg,City proper,Estimate - de jure,"Final figure, complete",2012,100344,8
2012,Total,Female,Ã…rhus,City proper,Estimate - de jure,"Final figure, complete",2012,160113,8
2012,Total,Female,Esbjerg,City proper,Estimate - de jure,"Final figure, complete",2012,57596,8
2012,Total,Female,Frederiksberg,City proper,Estimate - de jure,"Final figure, complete",2012,53189,
2012,Total,Female,KOBENHAVN,City proper,Estimate - de jure,"Final figure, complete",2012,278983,8
2012,Total,Female,Odense,City proper,Estimate - de jure,"Final figure, complete",2012,97565,8
2012,Total,Female,Vejle,City proper,Estimate - de jure,"Final figure, complete",2012,54468,8
2014,Total,Both Sexes,Ahuachapan,City proper,Estimate - de facto,"Final figure, complete",2014,118164.123,
2014,Total,Both Sexes,Apopa,City proper,Estimate - de facto,"Final figure, complete",2014,165896.5899,
2014,Total,Both Sexes,Ciudad Delgado,City proper,Estimate - de facto,"Final figure, complete",2014,128635.0012,
2014,Total,Both Sexes,Ilopango,City proper,Estimate - de facto,"Final figure, complete",2014,124522.4532,
2014,Total,Both Sexes,Mejicanos,City proper,Estimate - de facto,"Final figure, complete",2014,146914.5686,
2014,Total,Both Sexes,Santa Tecla,City proper,Estimate - de facto,"Final figure, complete",2014,135483.3073,
2014,Total,Both Sexes,San Miguel,City proper,Estimate - de facto,"Final figure, complete",2014,249638.2584,
2014,Total,Both Sexes,SAN SALVADOR,City proper,Estimate - de facto,"Final figure, complete",2014,281869.947,
2014,Total,Both Sexes,Santa Ana,City proper,Estimate - de facto,"Final figure, complete",2014,265517.5997,
2014,Total,Both Sexes,Soyapango,City proper,Estimate - de facto,"Final figure, complete",2014,275867.9536,
2014,Total,Male,Ahuachapan,City proper,Estimate - de facto,"Final figure, complete",2014,55952.59453,
2014,Total,Male,Apopa,City proper,Estimate - de facto,"Final figure, complete",2014,74664.19191,
2014,Total,Male,Ciudad Delgado,City proper,Estimate - de facto,"Final figure, complete",2014,59916.33112,
2014,Total,Male,Ilopango,City proper,Estimate - de facto,"Final figure, complete",2014,55109.86008,
2014,Total,Male,Mejicanos,City proper,Estimate - de facto,"Final figure, complete",2014,67462.23945,
2014,Total,Male,Santa Tecla,City proper,Estimate - de facto,"Final figure, complete",2014,61288.89693,
2014,Total,Male,San Miguel,City proper,Estimate - de facto,"Final figure, complete",2014,114938.7303,
2014,Total,Male,SAN SALVADOR,City proper,Estimate - de facto,"Final figure, complete",2014,133351.8626,
2014,Total,Male,Santa Ana,City proper,Estimate - de facto,"Final figure, complete",2014,126099.8834,
2014,Total,Male,Soyapango,City proper,Estimate - de facto,"Final figure, complete",2014,123363.3359,
2014,Total,Female,Ahuachapan,City proper,Estimate - de facto,"Final figure, complete",2014,62211.52845,
2014,Total,Female,Apopa,City proper,Estimate - de facto,"Final figure, complete",2014,91232.39796,
2014,Total,Female,Ciudad Delgado,City proper,Estimate - de facto,"Final figure, complete",2014,68718.67006,
2014,Total,Female,Ilopango,City proper,Estimate - de facto,"Final figure, complete",2014,69412.5931,
2014,Total,Female,Mejicanos,City proper,Estimate - de facto,"Final figure, complete",2014,79452.32919,
2014,Total,Female,Santa Tecla,City proper,Estimate - de facto,"Final figure, complete",2014,74194.41035,
2014,Total,Female,San Miguel,City proper,Estimate - de facto,"Final figure, complete",2014,134699.5281,
2014,Total,Female,SAN SALVADOR,City proper,Estimate - de facto,"Final figure, complete",2014,148518.0844,
2014,Total,Female,Santa Ana,City proper,Estimate - de facto,"Final figure, complete",2014,139417.7163,
2014,Total,Female,Soyapango,City proper,Estimate - de facto,"Final figure, complete",2014,152504.6177,
2013,Total,Both Sexes,Ahuachapan,City proper,Estimate - de facto,"Final figure, complete",2013,116947.5637,9
2013,Total,Both Sexes,Apopa,City proper,Estimate - de facto,"Final figure, complete",2013,163139.9662,9
2013,Total,Both Sexes,Ciudad Delgado,City proper,Estimate - de facto,"Final figure, complete",2013,129246.275,9
2013,Total,Both Sexes,Ilopango,City proper,Estimate - de facto,"Final figure, complete",2013,123293.2231,9
2013,Total,Both Sexes,Mejicanos,City proper,Estimate - de facto,"Final figure, complete",2013,148234.0763,9
2013,Total,Both Sexes,Santa Tecla,City proper,Estimate - de facto,"Final figure, complete",2013,134285.4822,9
2013,Total,Both Sexes,San Miguel,City proper,Estimate - de facto,"Final figure, complete",2013,247119.4818,9
2013,Total,Both Sexes,SAN SALVADOR,City proper,Estimate - de facto,"Final figure, complete",2013,290268.9473,9
2013,Total,Both Sexes,Santa Ana,City proper,Estimate - de facto,"Final figure, complete",2013,264091.3669,9
2013,Total,Both Sexes,Soyapango,City proper,Estimate - de facto,"Final figure, complete",2013,275137.8629,9
2013,Total,Male,Ahuachapan,City proper,Estimate - de facto,"Final figure, complete",2013,55342.385,9
2013,Total,Male,Apopa,City proper,Estimate - de facto,"Final figure, complete",2013,73849.47253,9
2013,Total,Male,Ciudad Delgado,City proper,Estimate - de facto,"Final figure, complete",2013,60226.38236,9
2013,Total,Male,Ilopango,City proper,Estimate - de facto,"Final figure, complete",2013,54941.02248,9
2013,Total,Male,Mejicanos,City proper,Estimate - de facto,"Final figure, complete",2013,67996.11444,9
2013,Total,Male,Santa Tecla,City proper,Estimate - de facto,"Final figure, complete",2013,60818.96347,9
2013,Total,Male,San Miguel,City proper,Estimate - de facto,"Final figure, complete",2013,113875.9704,9
2013,Total,Male,SAN SALVADOR,City proper,Estimate - de facto,"Final figure, complete",2013,136274.3736,9
2013,Total,Male,Santa Ana,City proper,Estimate - de facto,"Final figure, complete",2013,125442.8651,9
2013,Total,Male,Soyapango,City proper,Estimate - de facto,"Final figure, complete",2013,123621.6763,9
2013,Total,Female,Ahuachapan,City proper,Estimate - de facto,"Final figure, complete",2013,61605.17866,9
2013,Total,Female,Apopa,City proper,Estimate - de facto,"Final figure, complete",2013,89290.49371,9
2013,Total,Female,Ciudad Delgado,City proper,Estimate - de facto,"Final figure, complete",2013,69019.89261,9
2013,Total,Female,Ilopango,City proper,Estimate - de facto,"Final figure, complete",2013,68352.20064,9
2013,Total,Female,Mejicanos,City proper,Estimate - de facto,"Final figure, complete",2013,80237.96183,9
2013,Total,Female,Santa Tecla,City proper,Estimate - de facto,"Final figure, complete",2013,73466.5187,9
2013,Total,Female,San Miguel,City proper,Estimate - de facto,"Final figure, complete",2013,133243.5114,9
2013,Total,Female,SAN SALVADOR,City proper,Estimate - de facto,"Final figure, complete",2013,153994.5737,9
2013,Total,Female,Santa Ana,City proper,Estimate - de facto,"Final figure, complete",2013,138648.5018,9
2013,Total,Female,Soyapango,City proper,Estimate - de facto,"Final figure, complete",2013,151516.1866,9
2012,Total,Both Sexes,TALLINN,City proper,Estimate - de jure,"Final figure, complete",2013,407946.5,
2012,Total,Male,TALLINN,City proper,Estimate - de jure,"Final figure, complete",2013,184890,
2012,Total,Female,TALLINN,City proper,Estimate - de jure,"Final figure, complete",2013,223056.5,
2012,Total,Both Sexes,Espoo,City proper,Estimate - de jure,"Final figure, complete",2013,254631.5,8
2012,Total,Both Sexes,HELSINKI,City proper,Estimate - de jure,"Final figure, complete",2013,599676,8
2012,Total,Both Sexes,Jyvaskyla,City proper,Estimate - de jure,"Final figure, complete",2013,132772,8
2012,Total,Both Sexes,Kuopio,City proper,Estimate - de jure,"Final figure, complete",2013,104534,8
2012,Total,Both Sexes,Lahti,City proper,Estimate - de jure,"Final figure, complete",2013,102662,8
2012,Total,Both Sexes,Oulu,City proper,Estimate - de jure,"Final figure, complete",2013,189480.5,8
2012,Total,Both Sexes,Tampere,City proper,Estimate - de jure,"Final figure, complete",2013,216294.5,8
2012,Total,Both Sexes,Turku,City proper,Estimate - de jure,"Final figure, complete",2013,179427.5,8
2012,Total,Both Sexes,Vantaa,City proper,Estimate - de jure,"Final figure, complete",2013,204156.5,8
2012,Total,Male,Espoo,City proper,Estimate - de jure,"Final figure, complete",2013,125699,8
2012,Total,Male,HELSINKI,City proper,Estimate - de jure,"Final figure, complete",2013,282313,8
2012,Total,Male,Jyvaskyla,City proper,Estimate - de jure,"Final figure, complete",2013,64720.5,8
2012,Total,Male,Kuopio,City proper,Estimate - de jure,"Final figure, complete",2013,50493,8
2012,Total,Male,Lahti,City proper,Estimate - de jure,"Final figure, complete",2013,48760.5,8
2012,Total,Male,Oulu,City proper,Estimate - de jure,"Final figure, complete",2013,93984,8
2012,Total,Male,Tampere,City proper,Estimate - de jure,"Final figure, complete",2013,104535,8
2012,Total,Male,Turku,City proper,Estimate - de jure,"Final figure, complete",2013,84910.5,8
2012,Total,Male,Vantaa,City proper,Estimate - de jure,"Final figure, complete",2013,100148.5,8
2012,Total,Female,Espoo,City proper,Estimate - de jure,"Final figure, complete",2013,128932.5,8
2012,Total,Female,HELSINKI,City proper,Estimate - de jure,"Final figure, complete",2013,317363,8
2012,Total,Female,Jyvaskyla,City proper,Estimate - de jure,"Final figure, complete",2013,68051.5,8
2012,Total,Female,Kuopio,City proper,Estimate - de jure,"Final figure, complete",2013,54041,8
2012,Total,Female,Lahti,City proper,Estimate - de jure,"Final figure, complete",2013,53901.5,8
2012,Total,Female,Oulu,City proper,Estimate - de jure,"Final figure, complete",2013,95496.5,8
2012,Total,Female,Tampere,City proper,Estimate - de jure,"Final figure, complete",2013,111759.5,8
2012,Total,Female,Turku,City proper,Estimate - de jure,"Final figure, complete",2013,94517,8
2012,Total,Female,Vantaa,City proper,Estimate - de jure,"Final figure, complete",2013,104008,8
2012,Total,Both Sexes,PAPEETE,City proper,Census - de jure - complete tabulation,"Final figure, complete",2014,25763,
2012,Total,Male,PAPEETE,City proper,Census - de jure - complete tabulation,"Final figure, complete",2014,12971,
2012,Total,Female,PAPEETE,City proper,Census - de jure - complete tabulation,"Final figure, complete",2014,12792,
2013,Total,Both Sexes,Aachen,City proper,Estimate - de jure,"Final figure, complete",2013,240086,
2013,Total,Both Sexes,Augsburg,City proper,Estimate - de jure,"Final figure, complete",2013,272699,
2013,Total,Both Sexes,Bergisch Gladbach,City proper,Estimate - de jure,"Final figure, complete",2013,109138,
2013,Total,Both Sexes,BERLIN,City proper,Estimate - de jure,"Final figure, complete",2013,3375222,
2013,Total,Both Sexes,Bielefeld,City proper,Estimate - de jure,"Final figure, complete",2013,328314,
2013,Total,Both Sexes,Bochum,City proper,Estimate - de jure,"Final figure, complete",2013,362213,
2013,Total,Both Sexes,Bonn,City proper,Estimate - de jure,"Final figure, complete",2013,309869,
2013,Total,Both Sexes,Bottrop,City proper,Estimate - de jure,"Final figure, complete",2013,116498,
2013,Total,Both Sexes,Braunschweig,City proper,Estimate - de jure,"Final figure, complete",2013,245798,
2013,Total,Both Sexes,Bremen,City proper,Estimate - de jure,"Final figure, complete",2013,546451,
2013,Total,Both Sexes,Bremerhaven,City proper,Estimate - de jure,"Final figure, complete",2013,108323,
2013,Total,Both Sexes,Chemnitz,City proper,Estimate - de jure,"Final figure, complete",2013,241210,
2013,Total,Both Sexes,Darmstadt,City proper,Estimate - de jure,"Final figure, complete",2013,147925,
2013,Total,Both Sexes,Dortmund,City proper,Estimate - de jure,"Final figure, complete",2013,572087,
2013,Total,Both Sexes,Dresden,City proper,Estimate - de jure,"Final figure, complete",2013,525105,
2013,Total,Both Sexes,Duisburg,City proper,Estimate - de jure,"Final figure, complete",2013,486816,
2013,Total,Both Sexes,DÃ_sseldorf,City proper,Estimate - de jure,"Final figure, complete",2013,593682,
2013,Total,Both Sexes,Erfurt,City proper,Estimate - de jure,"Final figure, complete",2013,203485,
2013,Total,Both Sexes,Erlangen,City proper,Estimate - de jure,"Final figure, complete",2013,105412,
2013,Total,Both Sexes,Essen,City proper,Estimate - de jure,"Final figure, complete",2013,566862,
2013,Total,Both Sexes,Frankfurt am Main,City proper,Estimate - de jure,"Final figure, complete",2013,687775,
2013,Total,Both Sexes,Freiburg im Breisgau,City proper,Estimate - de jure,"Final figure, complete",2013,218043,
2013,Total,Both Sexes,FÃ_rth,City proper,Estimate - de jure,"Final figure, complete",2013,118358,
2013,Total,Both Sexes,Gelsenkirchen,City proper,Estimate - de jure,"Final figure, complete",2013,257607,
2013,Total,Both Sexes,GÃ¶ttingen,City proper,Estimate - de jure,"Final figure, complete",2013,116650,
2013,Total,Both Sexes,Hagen,City proper,Estimate - de jure,"Final figure, complete",2013,186243,
2013,Total,Both Sexes,Halle,City proper,Estimate - de jure,"Final figure, complete",2013,231440,
2013,Total,Both Sexes,Hamburg,City proper,Estimate - de jure,"Final figure, complete",2013,1734272,
2013,Total,Both Sexes,Hamm,City proper,Estimate - de jure,"Final figure, complete",2013,176440,
2013,Total,Both Sexes,Hannover,City proper,Estimate - de jure,"Final figure, complete",2013,514137,
2013,Total,Both Sexes,Heidelberg,City proper,Estimate - de jure,"Final figure, complete",2013,150335,
2013,Total,Both Sexes,Heilbronn,City proper,Estimate - de jure,"Final figure, complete",2013,117531,
2013,Total,Both Sexes,Herne,City proper,Estimate - de jure,"Final figure, complete",2013,154563,
2013,Total,Both Sexes,Ingolstadt,City proper,Estimate - de jure,"Final figure, complete",2013,127886,
2013,Total,Both Sexes,Jena,City proper,Estimate - de jure,"Final figure, complete",2013,106915,
2013,Total,Both Sexes,Karlsruhe,City proper,Estimate - de jure,"Final figure, complete",2013,296033,
2013,Total,Both Sexes,Kassel,City proper,Estimate - de jure,"Final figure, complete",2013,192874,
2013,Total,Both Sexes,Kiel,City proper,Estimate - de jure,"Final figure, complete",2013,239866,
2013,Total,Both Sexes,Koblenz,City proper,Estimate - de jure,"Final figure, complete",2013,109779,
2013,Total,Both Sexes,KÃ¶ln,City proper,Estimate - de jure,"Final figure, complete",2013,1024373,
2013,Total,Both Sexes,Krefeld,City proper,Estimate - de jure,"Final figure, complete",2013,222026,
2013,Total,Both Sexes,Leipzig,City proper,Estimate - de jure,"Final figure, complete",2013,520838,
2013,Total,Both Sexes,Leverkusen,City proper,Estimate - de jure,"Final figure, complete",2013,159926,
2013,Total,Both Sexes,LÃ_beck,City proper,Estimate - de jure,"Final figure, complete",2013,211713,
2013,Total,Both Sexes,Ludwigshafen am Rhein,City proper,Estimate - de jure,"Final figure, complete",2013,160179,
2013,Total,Both Sexes,Magdeburg,City proper,Estimate - de jure,"Final figure, complete",2013,229924,
2013,Total,Both Sexes,Mainz,City proper,Estimate - de jure,"Final figure, complete",2013,202756,
2013,Total,Both Sexes,Mannheim,City proper,Estimate - de jure,"Final figure, complete",2013,294627,
2013,Total,Both Sexes,Moers,City proper,Estimate - de jure,"Final figure, complete",2013,103504,
2013,Total,Both Sexes,MÃ¶nchengladbach,City proper,Estimate - de jure,"Final figure, complete",2013,255087,
2013,Total,Both Sexes,MÃ_lheim an der Ruhr,City proper,Estimate - de jure,"Final figure, complete",2013,166654,
2013,Total,Both Sexes,MÃ_nchen,City proper,Estimate - de jure,"Final figure, complete",2013,1388308,
2013,Total,Both Sexes,MÃ_nster (Westf.),City proper,Estimate - de jure,"Final figure, complete",2013,296599,
2013,Total,Both Sexes,Neuss,City proper,Estimate - de jure,"Final figure, complete",2013,151486,
2013,Total,Both Sexes,NÃ_rnberg,City proper,Estimate - de jure,"Final figure, complete",2013,495121,
2013,Total,Both Sexes,Oberhausen,City proper,Estimate - de jure,"Final figure, complete",2013,210005,
2013,Total,Both Sexes,Offenbach am Main,City proper,Estimate - de jure,"Final figure, complete",2013,116945,
2013,Total,Both Sexes,Oldenburg,City proper,Estimate - de jure,"Final figure, complete",2013,158658,
2013,Total,Both Sexes,OsnabrÃ_ck,City proper,Estimate - de jure,"Final figure, complete",2013,155625,
2013,Total,Both Sexes,Paderborn,City proper,Estimate - de jure,"Final figure, complete",2013,143575,
2013,Total,Both Sexes,Pforzheim,City proper,Estimate - de jure,"Final figure, complete",2013,116425,
2013,Total,Both Sexes,Potsdam,City proper,Estimate - de jure,"Final figure, complete",2013,159456,
2013,Total,Both Sexes,Recklinghausen,City proper,Estimate - de jure,"Final figure, complete",2013,115385,
2013,Total,Both Sexes,Regensburg,City proper,Estimate - de jure,"Final figure, complete",2013,138296,
2013,Total,Both Sexes,Remscheid,City proper,Estimate - de jure,"Final figure, complete",2013,109352,
2013,Total,Both Sexes,Reutlingen,City proper,Estimate - de jure,"Final figure, complete",2013,110681,
2013,Total,Both Sexes,Rostock,City proper,Estimate - de jure,"Final figure, complete",2013,202887,
2013,Total,Both Sexes,SaarbrÃ_cken,City proper,Estimate - de jure,"Final figure, complete",2013,176996,
2013,Total,Both Sexes,Solingen,City proper,Estimate - de jure,"Final figure, complete",2013,155316,
2013,Total,Both Sexes,Stuttgart,City proper,Estimate - de jure,"Final figure, complete",2013,597939,
2013,Total,Both Sexes,Trier,City proper,Estimate - de jure,"Final figure, complete",2013,106544,
2013,Total,Both Sexes,Ulm,City proper,Estimate - de jure,"Final figure, complete",2013,117977,
2013,Total,Both Sexes,Wiesbaden,City proper,Estimate - de jure,"Final figure, complete",2013,272636,
2013,Total,Both Sexes,Wolfsburg,City proper,Estimate - de jure,"Final figure, complete",2013,121758,
2013,Total,Both Sexes,Wuppertal,City proper,Estimate - de jure,"Final figure, complete",2013,342885,
2013,Total,Both Sexes,WÃ_rzburg,City proper,Estimate - de jure,"Final figure, complete",2013,124577,
2013,Total,Male,Aachen,City proper,Estimate - de jure,"Final figure, complete",2013,122888,
2013,Total,Male,Augsburg,City proper,Estimate - de jure,"Final figure, complete",2013,132057,
2013,Total,Male,Bergisch Gladbach,City proper,Estimate - de jure,"Final figure, complete",2013,52281,
2013,Total,Male,BERLIN,City proper,Estimate - de jure,"Final figure, complete",2013,1644690,
2013,Total,Male,Bielefeld,City proper,Estimate - de jure,"Final figure, complete",2013,158482,
2013,Total,Male,Bochum,City proper,Estimate - de jure,"Final figure, complete",2013,174578,
2013,Total,Male,Bonn,City proper,Estimate - de jure,"Final figure, complete",2013,146354,
2013,Total,Male,Bottrop,City proper,Estimate - de jure,"Final figure, complete",2013,56456,
2013,Total,Male,Braunschweig,City proper,Estimate - de jure,"Final figure, complete",2013,120402,
2013,Total,Male,Bremen,City proper,Estimate - de jure,"Final figure, complete",2013,266075,
2013,Total,Male,Bremerhaven,City proper,Estimate - de jure,"Final figure, complete",2013,53043,
2013,Total,Male,Chemnitz,City proper,Estimate - de jure,"Final figure, complete",2013,116705,
2013,Total,Male,Darmstadt,City proper,Estimate - de jure,"Final figure, complete",2013,74296,
2013,Total,Male,Dortmund,City proper,Estimate - de jure,"Final figure, complete",2013,278444,
2013,Total,Male,Dresden,City proper,Estimate - de jure,"Final figure, complete",2013,258626,
2013,Total,Male,Duisburg,City proper,Estimate - de jure,"Final figure, complete",2013,237528,
2013,Total,Male,DÃ_sseldorf,City proper,Estimate - de jure,"Final figure, complete",2013,285668,
2013,Total,Male,Erfurt,City proper,Estimate - de jure,"Final figure, complete",2013,98004,
2013,Total,Male,Erlangen,City proper,Estimate - de jure,"Final figure, complete",2013,51657,
2013,Total,Male,Essen,City proper,Estimate - de jure,"Final figure, complete",2013,271852,
2013,Total,Male,Frankfurt am Main,City proper,Estimate - de jure,"Final figure, complete",2013,338019,
2013,Total,Male,Freiburg im Breisgau,City proper,Estimate - de jure,"Final figure, complete",2013,103055,
2013,Total,Male,FÃ_rth,City proper,Estimate - de jure,"Final figure, complete",2013,57232,
2013,Total,Male,Gelsenkirchen,City proper,Estimate - de jure,"Final figure, complete",2013,126656,
2013,Total,Male,GÃ¶ttingen,City proper,Estimate - de jure,"Final figure, complete",2013,56184,
2013,Total,Male,Hagen,City proper,Estimate - de jure,"Final figure, complete",2013,90065,
2013,Total,Male,Halle,City proper,Estimate - de jure,"Final figure, complete",2013,110283,
2013,Total,Male,Hamburg,City proper,Estimate - de jure,"Final figure, complete",2013,841769,
2013,Total,Male,Hamm,City proper,Estimate - de jure,"Final figure, complete",2013,86132,
2013,Total,Male,Hannover,City proper,Estimate - de jure,"Final figure, complete",2013,247968,
2013,Total,Male,Heidelberg,City proper,Estimate - de jure,"Final figure, complete",2013,71318,
2013,Total,Male,Heilbronn,City proper,Estimate - de jure,"Final figure, complete",2013,58101,
2013,Total,Male,Herne,City proper,Estimate - de jure,"Final figure, complete",2013,74638,
2013,Total,Male,Ingolstadt,City proper,Estimate - de jure,"Final figure, complete",2013,63878,
2013,Total,Male,Jena,City proper,Estimate - de jure,"Final figure, complete",2013,52752,
2013,Total,Male,Karlsruhe,City proper,Estimate - de jure,"Final figure, complete",2013,148484,
2013,Total,Male,Kassel,City proper,Estimate - de jure,"Final figure, complete",2013,92891,
2013,Total,Male,Kiel,City proper,Estimate - de jure,"Final figure, complete",2013,115757,
2013,Total,Male,Koblenz,City proper,Estimate - de jure,"Final figure, complete",2013,52326,
2013,Total,Male,KÃ¶ln,City proper,Estimate - de jure,"Final figure, complete",2013,496591,
2013,Total,Male,Krefeld,City proper,Estimate - de jure,"Final figure, complete",2013,107015,
2013,Total,Male,Leipzig,City proper,Estimate - de jure,"Final figure, complete",2013,251429,
2013,Total,Male,Leverkusen,City proper,Estimate - de jure,"Final figure, complete",2013,77492,
2013,Total,Male,LÃ_beck,City proper,Estimate - de jure,"Final figure, complete",2013,100913,
2013,Total,Male,Ludwigshafen am Rhein,City proper,Estimate - de jure,"Final figure, complete",2013,79025,
2013,Total,Male,Magdeburg,City proper,Estimate - de jure,"Final figure, complete",2013,111930,
2013,Total,Male,Mainz,City proper,Estimate - de jure,"Final figure, complete",2013,97631,
2013,Total,Male,Mannheim,City proper,Estimate - de jure,"Final figure, complete",2013,144860,
2013,Total,Male,Moers,City proper,Estimate - de jure,"Final figure, complete",2013,49894,
2013,Total,Male,MÃ¶nchengladbach,City proper,Estimate - de jure,"Final figure, complete",2013,124043,
2013,Total,Male,MÃ_lheim an der Ruhr,City proper,Estimate - de jure,"Final figure, complete",2013,79318,
2013,Total,Male,MÃ_nchen,City proper,Estimate - de jure,"Final figure, complete",2013,672755,
2013,Total,Male,MÃ_nster (Westf.),City proper,Estimate - de jure,"Final figure, complete",2013,141728,
2013,Total,Male,Neuss,City proper,Estimate - de jure,"Final figure, complete",2013,73163,
2013,Total,Male,NÃ_rnberg,City proper,Estimate - de jure,"Final figure, complete",2013,238568,
2013,Total,Male,Oberhausen,City proper,Estimate - de jure,"Final figure, complete",2013,102037,
2013,Total,Male,Offenbach am Main,City proper,Estimate - de jure,"Final figure, complete",2013,57499,
